"track_name","track_artist","track_popularity","track_album_name","track_album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"diva","asmarani",34,"diva",2019-10-11,0.81,0.565,7,-10.379,0,0.212,0.565,0,0.157,0.665,112.977,155000
"feel something again - radio edit","roberto marín muñoz",32,"feel something again",2019-10-11,0.613,0.925,7,-6.726,1,0.0321,0.00195,0.00105,0.351,0.548,120.037,227000
"wasted time","byron keno",32,"wasted time",2018-01-18,0.762,0.837,5,-5.468,1,0.0495,0.00732,9.45e-05,0.174,0.552,121.99,233300
"eine keine meine","sammy milo",28,"eine keine meine",2019-08-09,0.63,0.612,0,-6.451,1,0.0311,0.318,0.000247,0.321,0.388,89.01,276089
"close","sabina beyli",33,"close",2019-08-16,0.63,0.568,0,-5.418,1,0.0478,0.589,0,0.116,0.0775,139.9,185143
"karma","roberto marín muñoz",30,"karma",2019-08-30,0.658,0.8,1,-5.211,0,0.0509,0.0283,0.0209,0.175,0.27,132.01,205455
"i swear","zee krayski",0,"i swear",2018-08-03,0.599,0.823,9,-6.686,1,0.0919,0.00997,0,0.252,0.538,121.993,204595
"glad you came","the wanted",9,"glad you came",2011-01-01,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467
"who knew","p!nk",2,"greatest hits...so far!!!",2010-11-12,0.689,0.737,9,-4.516,1,0.0268,0.00482,0,0.0777,0.47,140,207893
"wake me up","avicii",13,"wake me up",2013-08-06,0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693
"mine","mark mendy",55,"mine",2019-08-23,0.709,0.797,8,-5.22,1,0.316,0.212,0,0.0885,0.678,99.951,168025
"where is the love (wave remix)","alex martura",53,"where is the love (wave remix)",2019-04-23,0.793,0.645,2,-9.815,0,0.0443,0.531,0.00021,0.1,0.365,115.98,184138
"sweatshirt","x lovers",58,"sweatshirt",2019-11-01,0.689,0.508,5,-5.741,1,0.0436,0.303,0,0.0922,0.417,151.759,196710
"da funk","medikal",57,"da funk",2019-11-06,0.84,0.83,11,-5.217,0,0.148,0.0313,0.0551,0.073,0.695,124.988,207845
"they don't know me","josefine",52,"they don't know me",2019-02-01,0.699,0.609,1,-8.201,0,0.0479,0.0126,2.92e-06,0.0332,0.545,96.028,190000
"don't stop the groove","rudey barnes",37,"don't stop the groove",2019-11-22,0.635,0.597,0,-8.209,0,0.0538,0.0275,0.0268,0.097,0.889,63.972,214000
"boom","lucus",52,"boom",2019-12-02,0.677,0.389,7,-9.342,1,0.117,0.345,4.34e-05,0.0893,0.507,100.009,153892
"money diamonds roses","lolo zouaï",46,"high highs to low lows (deluxe)",2019-12-13,0.323,0.443,11,-7.928,0,0.0372,0.833,5.78e-05,0.0923,0.17,82.071,177880
"dark poetry","sgd vedoe",39,"dark poetry",2019-08-30,0.658,0.558,5,-7.756,0,0.322,0.258,0,0.116,0.3,153.34,128705
"wildfire","kyler fisher",52,"wildfire",2019-12-06,0.736,0.551,8,-6.876,1,0.0401,0.0297,0,0.19,0.66,107.988,167260
"dork","sueco the child",67,"miscreant",2019-09-20,0.753,0.538,10,-10.704,1,0.31,0.2,2.89e-05,0.153,0.607,84.034,172000
"my secret","adamii",41,"my secret",2019-12-13,0.719,0.733,11,-8.889,0,0.119,0.0129,0.0024,0.106,0.51,101.971,158521
"how you been","phi11a",45,"sad cowboy shit",2019-12-11,0.669,0.781,6,-4.451,0,0.0357,0.0134,0,0.174,0.231,127.924,106283
"clicc clacc","nle choppa",55,"cottonwood",2019-12-20,0.813,0.682,10,-5.15,0,0.493,0.708,0,0.127,0.599,135.093,113674
"low low","marlowe",42,"low low",2019-11-15,0.842,0.545,0,-6.584,0,0.231,0.505,0.000422,0.183,0.442,90.065,163011
"feelings hurt","rockie fresh",49,"destination",2019-11-15,0.691,0.573,9,-6.417,1,0.332,0.203,0,0.123,0.574,154.246,261813
"lonely","carson lueders",51,"lonely",2019-11-08,0.765,0.657,8,-4.946,0,0.0401,0.0102,0,0.194,0.763,116.985,158960
"tai chi","james japan",42,"tai chi",2019-09-18,0.709,0.582,0,-6.983,1,0.0477,0.578,0.000112,0.105,0.108,108.128,145227
"stray lines","mishaal",48,"stray lines",2019-11-15,0.694,0.658,7,-8.863,1,0.029,0.364,1.43e-06,0.3,0.584,140.021,140250
"take it down (feat. offset)","pardison fontaine",44,"take it down (feat. offset)",2019-11-11,0.917,0.494,1,-5.772,1,0.085,0.0393,0,0.194,0.341,143.048,208976
"maria","rockie fresh",44,"maria",2019-11-07,0.704,0.672,5,-7.358,0,0.127,0.443,0,0.106,0.678,93.992,163404
"9 times out of 10","big havi",57,"9 times out of 10",2019-06-28,0.788,0.559,1,-5.085,0,0.259,0.507,0,0.0992,0.143,149.083,175490
"overdose","phi11a",47,"overdose",2019-09-27,0.74,0.888,1,-4.23,1,0.16,0.314,5.13e-06,0.0839,0.23,125.652,125997
"promised land","victoria kühne",41,"saints",2019-11-27,0.581,0.604,6,-8.175,0,0.101,0.00414,0,0.11,0.15,167.845,186658
"watch out (feat. fetty wap)","shelow shaq",45,"watch out (feat. fetty wap)",2019-11-01,0.952,0.846,4,-5.805,0,0.247,0.0515,1.26e-06,0.317,0.597,117.946,117053
"locked out of heaven","bruno mars",43,"locked out of heaven",2012-10-02,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233478
"out of my head","prefekt",49,"out of my head",2019-05-31,0.572,0.802,5,-5.286,0,0.0412,0.0125,0.000101,0.135,0.555,174.03,193103
"stay with me","sam smith",7,"stay with me",2014-01-01,0.42,0.435,0,-6.437,1,0.0396,0.573,0.000113,0.11,0.165,84.088,172724
"i miss you","jeriqo",45,"i miss you",2019-02-05,0.52,0.789,0,-7.717,1,0.0432,0.00491,1.34e-05,0.0816,0.415,174.026,216347
"blow me (one last kiss)","p!nk",65,"the truth about love",2012-09-18,0.597,0.919,7,-2.954,1,0.044,0.000145,0,0.282,0.73,113.987,255587
"three trees","jacob tillberg",51,"three trees",2019-05-03,0.672,0.628,6,-7.203,1,0.0856,0.192,0.587,0.333,0.159,60.045,185005
"psycho","metr",48,"psycho",2019-05-23,0.604,0.851,10,-7.593,0,0.0405,0.00136,0.000228,0.167,0.144,127.97,214224
"big girls don't cry (personal)","fergie",1,"songs about love (umgi version)",2010-01-01,0.705,0.494,7,-8.83,1,0.0398,0.233,0,0.0825,0.287,113.085,268533
"just dance","lady gaga",11,"the fame monster (deluxe)",2009-01-01,0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95e-05,0.19,0.679,119.002,241933
"girlfriend","avril lavigne",11,"the best damn thing",2007-04-17,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600
"it's you","rique",35,"it's you",2019-02-11,0.776,0.592,8,-7.507,0,0.0765,0.191,0.464,0.138,0.43,123.017,171707
"let you go","walwin",43,"let you go",2019-01-18,0.677,0.879,11,-4.361,1,0.0426,0.0184,0.000162,0.0768,0.725,112.026,170893
"don't cha","the pussycat dolls",38,"pcd",2005-01-01,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002,272080
"bye bye bye","*nsync",71,"no strings attached",2000-03-21,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400
"want to want me","jason derulo",49,"want to want me",2015-03-09,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719
"firework","katy perry",51,"teenage dream",2010-08-24,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893
"iris","avenza",43,"iris",2019-01-20,0.668,0.758,11,-9.36,0,0.0823,0.121,0.624,0.332,0.0594,114.957,252429
"in your eyes","rique",1,"in your eyes",2018-10-19,0.814,0.788,11,-5.9,0,0.113,0.0285,0.00019,0.0691,0.46,123.01,240000
"blurred lines","robin thicke",53,"blurred lines",2013-01-01,0.854,0.505,7,-7.628,1,0.0494,0.0036,4.48e-05,0.0687,0.872,119.986,263053
"where is the love","alex martura",47,"where is the love",2018-08-17,0.701,0.942,5,-2.253,1,0.241,0.159,0,0.113,0.57,123.878,183871
"what can we do","rique",1,"what can we do",2018-11-30,0.624,0.657,5,-7.636,0,0.134,0.0419,0,0.22,0.452,104.894,121143
"poker face","lady gaga",42,"the fame",2008-01-01,0.849,0.812,4,-4.603,1,0.0746,0.111,3.19e-06,0.0946,0.795,119.002,237200
"i see you","prefekt",2,"i see you",2018-08-17,0.814,0.728,4,-5.44,0,0.0583,0.0242,0.0875,0.612,0.962,109.983,202364
"set me free","hurshel",0,"set me free",2018-10-28,0.655,0.828,10,-4.256,1,0.0385,0.0756,0.000541,0.111,0.428,139.932,253714
"we should tell the truth","metr",44,"we should tell the truth",2018-08-20,0.808,0.364,7,-12.306,0,0.0753,0.0404,0.947,0.106,0.0484,105.036,267292
"just give me a reason (feat. nate ruess)","p!nk",14,"the truth about love",2012-09-14,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733
"back around","90 miles",46,"back around",2018-08-26,0.59,0.818,0,-7.688,0,0.0513,0.0213,0.000485,0.0809,0.171,120.288,185000
"rolling in the deep","adele",61,"pay close attention : xl recordings",2014-08-25,0.727,0.76,8,-5.114,1,0.0297,0.13,0,0.0584,0.54,104.941,228141
"umbrella","rihanna",47,"good girl gone bad: reloaded",2008-06-02,0.585,0.836,1,-4.572,1,0.134,0.00991,0,0.0448,0.579,173.934,275987
"forest","clarv",1,"forest",2018-10-22,0.709,0.737,1,-6.515,1,0.0359,0.0434,0.736,0.0951,0.707,125.073,180495
"i kissed a girl","katy perry",37,"one of the boys",2008-06-17,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640
"bad romance","lady gaga",26,"the fame monster (explicit version)",2009-01-01,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573
"photograph - felix jaehn remix","ed sheeran",53,"photograph (felix jaehn remix)",2015-06-18,0.726,0.697,4,-6.257,1,0.0404,0.0997,0.00733,0.0823,0.54,120.004,202586
"use somebody (classic bonus track) - armin van buuren rework","laura jansen",25,"trance anthems top 60",2013-06-28,0.392,0.838,2,-4.825,1,0.0333,0.0151,0.842,0.0827,0.0465,135.99,233227
"i really like you - blasterjaxx remix","carly rae jepsen",0,"i really like you (remixes)",2015-04-24,0.606,0.773,2,-6.665,0,0.0397,0.0415,0.000714,0.0968,0.529,128.007,215626
"ocean drive - michael calfan remix","duke dumont",1,"ocean drive (remixes)",2015-08-31,0.755,0.698,8,-6.85,0,0.0483,0.0566,0.0166,0.112,0.81,122.984,285000
"lay it all on me - robin schulz extended remix","rudimental",31,"lay it all on me (the remixes)",2015-11-20,0.734,0.654,6,-7.785,1,0.0437,0.00535,0.00265,0.0426,0.513,121.994,381802
"higher place - bassjackers remix","dimitri vegas & like mike",18,"higher place (remixes)",2015-08-28,0.677,0.696,4,-3.513,0,0.173,0.00435,0.233,0.402,0.2,128,288765
"until you were gone - reez remix","the chainsmokers",38,"until you were gone (remixes)",2015-12-18,0.509,0.733,1,-6.127,1,0.0569,0.064,2.2e-06,0.358,0.316,128.021,216267
"can't feel my face - martin garrix remix","the weeknd",56,"can't feel my face (martin garrix remix)",2015-11-06,0.608,0.722,9,-5.55,0,0.107,0.00791,2.84e-05,0.315,0.121,128.009,252933
"work - r3hab remix","rihanna",52,"work (remixes)",2016-03-18,0.706,0.804,1,-5.378,0,0.0601,0.0125,0,0.332,0.211,100.052,219400
"stitches - seeb remix","shawn mendes",54,"stitches (seeb remix)",2015-10-16,0.599,0.722,1,-4.032,1,0.0934,0.0256,0,0.0896,0.557,102.147,167093
"don't let me down - hardwell & sephyx remix","the chainsmokers",59,"don't let me down (hardwell & sephyx remix)",2016-05-20,0.509,0.897,8,-3.418,0,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440
"kiss it better - r3hab remix","rihanna",1,"kiss it better (dance remix)",2016-06-01,0.728,0.738,3,-3.939,0,0.0455,0.0505,0,0.104,0.458,102,184200
"player - jai wolf remix","tinashe",25,"player (remixes)",2016-02-05,0.582,0.872,4,-0.936,0,0.0462,0.0654,0.000182,0.0436,0.196,106.038,247925
"needed me - r3hab remix","rihanna",44,"needed me (dance remix)",2016-06-01,0.659,0.683,7,-5.485,0,0.0488,0.00835,0,0.625,0.278,99.987,199360
"blame (feat. john newman) - r3hab club remix","calvin harris",32,"blame (remixes) (feat. john newman)",2014-11-10,0.684,0.858,0,-4.001,0,0.132,0.00897,0,0.376,0.164,127.995,260667
"summer - r3hab & ummet ozcan remix","calvin harris",37,"summer (remixes)",2014-06-20,0.693,0.918,11,-6.403,1,0.0637,0.0259,0.19,0.514,0.153,128.008,280867
"i will never let you down - r3hab remix","rita ora",32,"i will never let you down (remixes)",2014-05-11,0.712,0.746,4,-4.022,1,0.0927,0.00324,5.6e-06,0.0655,0.394,127.994,251333
"this is what you came for - dillon francis remix","calvin harris",0,"this is what you came for (remixes)",2016-06-17,0.681,0.915,9,-2.862,0,0.0476,0.0137,0.000602,0.127,0.474,139.978,223000
"alive - hardwell remix","krewella",43,"alive (hardwell remix)",2013-05-21,0.71,0.864,6,-4.924,0,0.0757,0.00166,0.0365,0.036,0.114,127.986,352760
"outside - hardwell remix","calvin harris",38,"outside (remixes)",2015-04-10,0.512,0.986,2,-3.04,0,0.0387,0.000678,0.00357,0.0463,0.167,127.997,296240
"paradise - tiësto remix","coldplay",48,"princess of china",2012-06-01,0.637,0.736,2,-6.003,0,0.0404,0.0123,0.14,0.0798,0.643,130.015,286347
"clarity - tiësto remix","zedd",1,"club life, vol. 3 - stockholm (spotify exclusive)",2013-06-11,0.591,0.924,5,-4.724,0,0.0465,0.00231,0.00435,0.391,0.274,128.174,322107
"stay the night - tiesto's club life remix","zedd",30,"clarity (deluxe)",2014-01-01,0.619,0.835,5,-2.992,0,0.0272,0.00574,0.00736,0.602,0.331,128,322067
"often - kygo remix","the weeknd",7,"often (kygo remix)",2015-04-07,0.582,0.498,7,-9.906,0,0.0455,0.12,0,0.385,0.426,80.028,234400
"waves feat. chris brown & t.i - robin schulz remix","mr. probz",48,"waves [feat. chris brown & t.i. (robin schulz remix)]",2014-11-13,0.775,0.476,1,-9.459,1,0.0311,0.0123,3.13e-05,0.156,0.423,119.99,190846
"nothing really matters - afrojack remix","mr. probz",52,"nothing really matters (afrojack remix)",2015-02-20,0.656,0.752,4,-5.622,1,0.0378,0.354,1.1e-05,0.0707,0.477,128.029,199247
"hands to myself - fareoh remix","selena gomez",0,"hands to myself (remixes)",2016-03-04,0.702,0.736,8,-3.937,1,0.0338,0.000645,0.0299,0.263,0.0851,111.013,181093
"heroes (we could be) - jai wolf remix","alesso",0,"heroes (we could be) [the remixes]",2014-12-08,0.629,0.883,9,-2.573,0,0.0415,0.331,3.18e-05,0.0922,0.23,140.044,205720
"are you with me - dash berlin radio edit","lost frequencies",37,"are you with me (dash berlin radio edit)",2015-05-15,0.532,0.757,8,-3.056,1,0.0545,0.229,0,0.187,0.638,128.053,168095
"circus - diplo circus remix","britney spears",31,"circus - remix ep",2009-02-20,0.826,0.693,11,-5.947,0,0.161,0.0307,0.272,0.0891,0.451,125.009,265187
"the illest - kronic remix","far east movement",0,"the illest (remixes)",2014-01-01,0.78,0.876,0,-3.398,1,0.0399,0.00391,0.0171,0.0746,0.289,130.037,282013
"somebody that i used to know - 4frnt remix","gotye",0,"somebody that i used to know (remixes)",2012-01-01,0.787,0.623,0,-6.723,1,0.0751,0.00131,0.000902,0.0787,0.775,128.983,318052
"rude - zedd remix","magic!",55,"rude (zedd remix)",2014-09-02,0.598,0.836,1,-2.388,1,0.0457,0.0324,2.44e-06,0.0751,0.343,130.009,273231
"all hands on deck - giraffage remix","tinashe",39,"all hands on deck (giraffage remix)",2015-05-04,0.813,0.592,3,-7.733,1,0.0417,0.00332,0.000301,0.125,0.606,113.997,191511
"maps - rumba whoa remix","maroon 5",0,"maps (rumba whoa remix)",2014-10-07,0.733,0.8,1,-6.537,0,0.0973,0.012,0,0.353,0.775,128.046,255867
"la la la - kaos remix","naughty boy",35,"la la la",2013-01-01,0.599,0.814,6,-3.653,0,0.0829,0.118,0.00541,0.194,0.665,145.054,234653
"catch & release (alex adair remix)","matt simons",22,"catch & release (alex adair remix)",2016-01-22,0.84,0.703,1,-8.985,0,0.166,0.0125,1.17e-05,0.0684,0.465,115.991,184138
"like i would - the white panda remix","zayn",30,"like i would (the white panda remix)",2016-05-13,0.631,0.773,10,-4.623,0,0.0405,0.358,0,0.108,0.603,121.836,198074
"get closer","clairmont",0,"get closer",2016-06-13,0.473,0.553,0,-11.759,1,0.337,0.193,0.22,0.327,0.421,123.532,193770
"inside out - dubvision remix","the chainsmokers",35,"inside out (dubvision remix)",2016-07-15,0.719,0.799,10,-4.805,1,0.0551,0.0186,3.94e-05,0.29,0.266,125.993,299547
"we don't talk anymore - junge junge remix","charlie puth",5,"we don't talk anymore (junge junge remix)",2016-07-22,0.832,0.523,1,-9.027,0,0.0992,0.00997,0.00425,0.109,0.879,118.005,256794
"i hate u, i love u (feat. olivia o'brien) - deepend remix","gnash",47,"i hate u, i love u (feat. olivia o'brien) [deepend remix]",2016-07-22,0.736,0.471,6,-9.009,0,0.07,0.589,0,0.138,0.395,99.996,169978
"perfect strangers - pedro carrilho remix","jonas blue",0,"perfect strangers (remixes)",2016-07-22,0.694,0.816,10,-5.124,0,0.0374,0.0387,6.31e-06,0.287,0.544,126.025,274336
"the hills - rl grime remix","the weeknd",0,"the hills (rl grime remix)",2015-11-06,0.524,0.904,0,-2.614,0,0.0544,0.103,0.201,0.165,0.413,139.976,271067
"should’ve been us - lost kings remix","tori kelly",0,"should’ve been us (remixes)",2015-10-16,0.712,0.902,6,-2.909,0,0.0487,0.357,0.0849,0.244,0.854,110.031,193760
"home (feat. nico santos) - b-case radio remix","topic",28,"home (feat. nico santos) [the remixes]",2016-04-22,0.722,0.77,5,-5.497,0,0.0361,0.0183,3.88e-05,0.334,0.416,125.966,202933
"young and beautiful [lana del rey vs. cedric gervais] - cedric gervais remix radio edit","lana del rey",36,"young and beautiful [lana del rey vs. cedric gervais] (cedric gervais remix radio edit)",2013-10-29,0.551,0.874,11,-4.559,0,0.0496,0.0427,0.00129,0.396,0.421,125.985,227115
"beautiful now - marshmello remix","zedd",0,"beautiful now (remixes)",2015-07-10,0.668,0.928,11,-3.114,0,0.0303,0.0133,5.89e-05,0.0816,0.669,140.065,196040
"love yourself - will prime remix","will prime",43,"love yourself (will prime remix)",2016-04-14,0.539,0.64,4,-6.602,1,0.0464,0.24,3.82e-05,0.491,0.378,128.037,281287
"california king bed - bassjackers radio","rihanna",0,"california king bed (remixes)",2011-07-15,0.589,0.821,7,-3.385,1,0.0413,0.000318,0.0477,0.39,0.159,127.986,199053
"ten feet tall - brennan heart & code black remix","afrojack",0,"ten feet tall (remixes)",2014-05-12,0.38,0.931,9,-3.71,0,0.0848,0.00684,0.00142,0.515,0.455,149.966,274843
"i bet - r3hab remix","ciara",29,"jackie (deluxe)",2015-05-01,0.591,0.655,3,-6.332,1,0.0731,0.0263,0,0.0572,0.226,127.904,209520
"cold water (feat. justin bieber & mØ) - lost frequencies remix","major lazer",30,"cold water (feat. justin bieber & mØ) [remixes]",2016-09-09,0.709,0.542,2,-9.056,1,0.0381,0.184,5e-04,0.0852,0.474,114.955,236304
"into you - 3lau remix","ariana grande",2,"into you (3lau remix)",2016-08-19,0.617,0.803,2,-5.619,1,0.155,0.0188,0.00136,0.183,0.249,126.249,197147
"superlove - ftampa remix","tinashe",20,"superlove (the remixes)",2016-09-09,0.545,0.784,5,-5.407,0,0.0391,0.154,0,0.273,0.641,139.97,178367
"closer - r3hab remix","the chainsmokers",51,"closer (remixes)",2016-09-23,0.775,0.559,8,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
"treat you better - ashworth remix","shawn mendes",2,"treat you better (ashworth remix)",2016-08-16,0.704,0.627,1,-6.724,1,0.0586,0.201,0,0.102,0.601,92.919,232667
"dancing on my own - tiësto remix","calum scott",9,"dancing on my own (tiësto remix)",2016-07-08,0.608,0.648,1,-5.569,1,0.036,0.0194,0.00104,0.0897,0.114,121.96,224392
"say you won't let go - luca schreiner remix","james arthur",54,"say you won't let go (luca schreiner remix)",2016-10-21,0.764,0.809,10,-4.256,1,0.111,0.125,2.02e-06,0.0678,0.586,105.002,204707
"don't wanna know - ryan riback remix","maroon 5",0,"don't wanna know (ryan riback remix)",2016-12-23,0.621,0.665,2,-7.499,1,0.0509,0.00492,1.03e-06,0.201,0.47,103.087,229627
"shape of you - galantis remix","ed sheeran",51,"shape of you (galantis remix)",2017-02-10,0.838,0.765,1,-2.332,0,0.0462,0.0514,0.00021,0.0297,0.905,100.021,195988
"paris - vinai remix","the chainsmokers",40,"paris (remixes)",2017-02-17,0.532,0.822,2,-3.309,1,0.0432,0.0648,0,0.356,0.335,99.962,218787
"i would like - r3hab remix","zara larsson",49,"i would like (r3hab remix)",2016-12-23,0.672,0.763,2,-3.864,0,0.0565,0.0728,0,0.135,0.318,139.94,147000
"final song - diplo & jauz remix","mØ",49,"final song (diplo & jauz remix)",2016-12-30,0.687,0.843,9,-2.974,1,0.0312,0.208,0.000917,0.0751,0.344,126.012,190480
"in the name of love - the him remix","martin garrix",50,"in the name of love remixes",2016-11-11,0.642,0.864,7,-3.657,1,0.0379,0.0455,1.98e-06,0.081,0.564,125.088,209280
"side to side - slushii remix","ariana grande",0,"side to side (remixes)",2017-02-03,0.554,0.867,6,-2.79,0,0.053,0.095,5.83e-05,0.102,0.418,150.066,202440
"let me love you - zedd remix","dj snake",0,"let me love you (zedd remix)",2016-12-16,0.712,0.857,10,-4.281,0,0.0508,0.00938,0.00815,0.0828,0.217,117.044,206653
"my way - tiësto remix","calvin harris",39,"my way (tiësto remix)",2016-11-04,0.698,0.867,2,-5.033,1,0.0404,0.0546,0.154,0.0744,0.468,125.976,222867
"light - grant remix","san holo",0,"light (remixes)",2017-01-27,0.475,0.967,1,-3.153,1,0.123,0.024,7.22e-05,0.172,0.27,169.939,195536
"it's gotta be you - toby green remix","isaiah",35,"it's gotta be you (remixes)",2017-03-31,0.647,0.827,8,-4.163,1,0.0519,0.0158,0.000208,0.429,0.573,102.017,217981
"shed a light - acoustic version","robin schulz",44,"shed a light (the remixes part 2)",2017-02-24,0.543,0.601,8,-8.434,1,0.0415,0.291,0,0.0695,0.486,121.763,199120
"colors - audien remix","halsey",2,"complementary colors",2016-04-22,0.654,0.887,1,-1.998,1,0.115,0.0588,0.000103,0.0849,0.691,134.998,270222
"scared to be lonely - dubvision remix","martin garrix",44,"scared to be lonely remixes vol. 1",2017-03-17,0.669,0.844,1,-3.774,0,0.122,0.222,0,0.219,0.266,127.067,190866
"scars to your beautiful - notd remix","alessia cara",1,"scars to your beautiful (remixes)",2016-10-21,0.677,0.826,0,-4.88,1,0.0474,0.0139,1.91e-06,0.109,0.167,101.992,199560
"cheap thrills remix","sia",25,"cheap thrills remix",2016-06-17,0.534,0.749,6,-5.562,0,0.0749,0.0776,1.47e-06,0.0906,0.671,179.975,212160
"love me now - dave audé remix radio edit","john legend",38,"love me now (remixes)",2016-12-01,0.595,0.841,8,-4.24,1,0.0796,0.0322,0,0.0847,0.761,124.973,219107
"kill em with kindness - felix cartal remix","selena gomez",0,"kill em with kindness (remixes)",2016-06-24,0.679,0.774,10,-2.886,0,0.0365,0.00404,5.48e-06,0.253,0.503,121.97,196293
"stranger - blanke remix","peking duk",23,"stranger (remixes - pt. 1)",2017-01-20,0.616,0.863,1,-6.17,0,0.0989,0.0667,0.00118,0.784,0.131,105.007,263024
"by your side - two can remix","jonas blue",0,"by your side (remixes)",2016-12-16,0.566,0.889,9,-3.227,0,0.0266,0.0326,0,0.411,0.499,116.994,213171
"false alarm - justice skolnik remix","matoma",29,"false alarm (remixes vol. ii)",2016-10-07,0.72,0.56,8,-8.928,1,0.0527,0.00781,4.44e-06,0.0744,0.324,103.067,244806
"fast car - club mix","jonas blue",37,"fast car (remixes)",2016-01-31,0.861,0.788,9,-6.257,1,0.182,0.00678,0.0344,0.0507,0.748,124.059,330968
"something just like this - r3hab remix","the chainsmokers",42,"something just like this (remix pack)",2017-04-28,0.705,0.585,2,-6.848,1,0.0366,0.296,0.00019,0.097,0.348,102.019,162880
"that's what i like - alan walker remix","bruno mars",63,"that's what i like (alan walker remix)",2017-04-20,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59e-05,0.199,0.798,134.056,195889
"symphony (feat. zara larsson) - r3hab remix","clean bandit",48,"symphony (feat. zara larsson) [r3hab remix]",2017-05-12,0.632,0.826,0,-4.342,0,0.0486,0.027,4.77e-05,0.0949,0.679,141.925,159338
"something about you - odesza remix","hayden james",51,"something about you (the remixes)",2015-08-21,0.705,0.674,11,-8.432,0,0.04,0.0184,0.0149,0.137,0.103,105,341802
"swalla (feat. nicki minaj and ty dolla $ign) - after dark remix","jason derulo",38,"swalla (feat. nicki minaj and ty dolla $ign) [after dark remix]",2017-05-12,0.352,0.668,8,-5.918,0,0.39,0.418,0,0.402,0.536,78.78,272465
"unforgettable (feat. swae lee) - major lazer remix","french montana",57,"unforgettable (feat. swae lee) [major lazer remix]",2017-06-09,0.728,0.676,1,-5.131,0,0.132,0.00692,2.53e-06,0.101,0.307,99.972,196800
"tudo ok","thiaguinho mt",76,"tudo ok",2019-11-15,0.814,0.755,11,-6.164,0,0.0942,0.239,0,0.306,0.963,79.975,178500
"amor de que","pabllo vittar",78,"111 1",2019-10-31,0.737,0.819,11,-5.056,0,0.0446,0.0726,0,0.36,0.904,139.988,157929
"surtada - remix brega funk","dadá boladão",84,"surtada (remix brega funk)",2019-09-25,0.832,0.55,5,-7.026,0,0.0587,0.249,8.17e-06,0.182,0.881,154.064,152784
"parabéns","pabllo vittar",75,"parabéns",2019-10-17,0.723,0.856,1,-5.596,1,0.0562,0.00687,2.48e-06,0.397,0.688,170.106,136844
"sou eu","dennis dj",65,"sou eu",2019-10-25,0.872,0.784,8,-4.126,0,0.372,0.281,0,0.0703,0.819,106.714,138157
"a gente fez amor - ao vivo","gusttavo lima",84,"o embaixador in cariri (ao vivo)",2019-12-05,0.793,0.937,8,-2.44,0,0.0336,0.366,4.27e-06,0.962,0.827,134.012,237517
"apimentadíssima","dennis dj",65,"apimentadíssima",2019-08-16,0.856,0.824,2,-4.504,1,0.293,0.225,0.00113,0.0748,0.677,149.836,137624
"carreira solo - ao vivo","gusttavo lima",78,"o embaixador in cariri - vol. 2 (ao vivo)",2019-10-31,0.806,0.933,2,-1.152,1,0.0376,0.409,0,0.871,0.916,126.957,215767
"pro dia nascer feliz","jetlag music",50,"pro dia nascer feliz",2019-12-16,0.67,0.846,9,-6.543,0,0.0884,0.164,0,0.113,0.589,124.016,203226
"favela","alok",69,"favela",2018-08-17,0.777,0.812,2,-3.206,0,0.0598,0.0125,0.00233,0.0264,0.283,103.023,185105
"joga esse rabão pro pai","dennis dj",54,"joga esse rabão pro pai",2019-10-24,0.643,0.585,10,-4.73,0,0.145,0.205,2.42e-06,0.0876,0.438,106.794,151319
"relógio parado (ao vivo)","diego & arnaldo",78,"relógio parado (ao vivo)",2019-10-11,0.741,0.943,1,-1.401,1,0.0456,0.0486,0,0.965,0.725,124.984,180736
"sobrou silêncio","rashid",65,"tão real - temp. 2",2019-10-11,0.825,0.765,11,-5.028,0,0.12,0.369,0,0.321,0.277,92.052,192717
"o que tiver de ser","detonautas roque clube",36,"o que tiver de ser",2020-01-17,0.421,0.843,7,-4.532,1,0.194,0.0352,0,0.114,0.344,180.18,172167
